satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,30,Business travel,Business,2522,5,5,2,5,4,4,4,4,5,5,5,4,5,4,14,0
dissatisfied,Female,disloyal Customer,36,Business travel,Business,1492,4,4,4,2,2,4,2,2,4,5,4,3,5,2,1,6
dissatisfied,Male,Loyal Customer,31,Business travel,Business,4258,2,3,3,3,2,2,2,2,3,5,4,4,4,2,7,4
satisfied,Male,Loyal Customer,32,Business travel,Business,2874,4,4,4,4,2,2,2,2,3,4,5,3,4,2,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1011,1,4,1,4,1,1,1,1,3,2,4,4,4,1,13,8
dissatisfied,Female,Loyal Customer,69,Personal Travel,Business,1238,4,2,4,4,2,4,3,1,1,4,1,4,1,3,18,9
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1693,2,2,2,3,3,2,1,3,4,1,4,3,4,3,13,12
dissatisfied,Female,Loyal Customer,48,Business travel,Eco,1061,3,1,1,1,3,4,4,3,3,3,3,2,3,4,25,31
satisfied,Female,Loyal Customer,45,Business travel,Business,1248,5,5,5,5,3,5,4,3,3,4,3,3,3,5,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1693,1,5,1,2,5,1,5,5,3,3,2,4,1,5,0,0
satisfied,Female,Loyal Customer,23,Business travel,Business,2658,3,3,4,3,2,2,2,2,4,2,4,5,5,2,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1456,3,5,3,3,5,3,5,5,5,3,3,5,2,5,0,0
dissatisfied,Female,disloyal Customer,16,Business travel,Eco Plus,2012,3,0,3,3,4,3,4,4,5,1,2,2,4,4,0,0
dissatisfied,Female,Loyal Customer,42,Personal Travel,Eco,2242,4,4,4,4,4,3,3,3,2,2,3,3,1,3,283,276
dissatisfied,Male,Loyal Customer,30,Business travel,Business,1709,1,5,5,5,1,1,1,1,1,2,1,1,2,1,17,7
satisfied,Male,disloyal Customer,18,Business travel,Business,2647,0,5,0,3,5,0,5,5,4,2,5,3,5,5,22,0
dissatisfied,Male,Loyal Customer,45,Business travel,Eco,1253,3,1,1,1,3,3,3,3,1,4,4,1,4,3,1,0
satisfied,Male,Loyal Customer,52,Business travel,Business,2043,1,1,1,1,2,4,5,5,5,5,5,4,5,4,10,0
satisfied,Female,Loyal Customer,56,Business travel,Business,80,3,3,3,3,3,4,1,4,4,5,3,2,4,2,0,0
satisfied,Female,Loyal Customer,50,Business travel,Business,3550,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,2352,5,2,5,5,5,4,5,4,4,4,4,3,4,4,11,1
satisfied,Female,Loyal Customer,36,Business travel,Business,2705,5,5,5,5,4,1,5,4,4,4,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1991,1,5,1,3,1,1,1,1,5,2,4,5,4,1,39,31
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,2228,3,3,3,4,3,3,3,3,2,5,2,4,4,3,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco Plus,1658,3,4,3,3,4,3,2,4,2,2,2,3,3,4,19,28
dissatisfied,Female,Loyal Customer,16,Business travel,Business,4944,4,5,5,5,4,4,4,4,1,2,3,1,3,4,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1274,0,4,0,4,5,4,4,2,2,2,2,5,2,3,0,9
dissatisfied,Male,Loyal Customer,55,Business travel,Eco,1379,3,1,1,1,3,3,3,3,3,5,3,1,3,3,0,0
dissatisfied,Female,Loyal Customer,67,Personal Travel,Eco,4098,1,3,1,4,1,3,3,2,1,3,4,3,3,3,282,286
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1136,2,5,0,3,5,0,5,5,5,2,4,4,4,5,66,42
dissatisfied,Male,Loyal Customer,22,Personal Travel,Business,2148,2,4,2,3,1,2,1,1,5,5,4,3,4,1,8,4
dissatisfied,Male,disloyal Customer,26,Business travel,Eco Plus,2101,3,4,4,1,4,4,4,4,2,2,4,1,5,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,887,1,1,1,1,5,5,5,2,5,4,4,5,1,5,1,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1300,2,2,2,4,1,2,1,1,4,1,4,1,3,1,0,0
dissatisfied,Female,disloyal Customer,21,Business travel,Business,2110,2,1,3,3,3,3,3,3,2,4,3,1,3,3,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1882,3,3,3,3,3,4,5,4,4,4,4,3,4,4,10,5
satisfied,Female,Loyal Customer,65,Business travel,Business,3776,4,4,4,4,2,4,5,4,4,4,4,4,4,3,15,10
dissatisfied,Male,Loyal Customer,62,Business travel,Business,2091,5,2,2,2,2,4,3,5,5,4,5,1,5,2,61,57
satisfied,Female,Loyal Customer,45,Business travel,Business,858,1,1,1,1,5,4,5,4,4,4,4,5,4,4,0,0
dissatisfied,Male,disloyal Customer,43,Business travel,Eco,1904,4,4,4,4,4,4,4,4,3,1,3,4,4,4,126,117
dissatisfied,Female,Loyal Customer,70,Personal Travel,Eco,1089,4,4,4,4,4,5,3,1,1,4,1,1,1,1,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,586,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0,0
dissatisfied,Female,Loyal Customer,70,Business travel,Business,306,1,2,3,2,5,4,4,1,1,1,1,1,1,4,56,45
satisfied,Female,Loyal Customer,33,Business travel,Business,1980,2,2,2,2,4,4,1,4,4,4,4,2,4,1,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1992,3,5,3,1,4,3,3,4,1,5,1,2,2,4,0,6
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1980,0,5,0,2,3,4,4,5,5,5,5,4,5,4,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Business,1838,2,2,2,2,4,4,4,4,4,4,4,4,4,4,0,13
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2325,2,5,2,3,2,3,3,5,5,5,5,3,5,3,132,120
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1440,2,0,2,1,4,2,3,4,5,4,5,4,5,4,0,8
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2191,3,5,3,2,2,3,2,2,4,4,4,3,4,2,8,8
dissatisfied,Male,Loyal Customer,39,Business travel,Business,597,2,4,4,4,3,3,4,2,2,2,2,4,2,1,58,40
dissatisfied,Male,Loyal Customer,54,Business travel,Eco,2027,4,5,5,5,3,4,3,3,1,2,3,4,4,3,39,27
satisfied,Female,Loyal Customer,58,Business travel,Eco,59,5,3,4,4,2,5,4,5,5,5,5,4,5,4,0,0
satisfied,Male,disloyal Customer,24,Business travel,Business,1936,4,4,4,3,4,4,4,4,5,5,4,4,5,4,0,0
dissatisfied,Female,Loyal Customer,12,Business travel,Business,2970,2,1,1,1,2,1,2,2,2,3,3,2,4,2,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,543,1,1,1,1,3,5,1,4,4,4,4,1,4,1,93,92
satisfied,Female,Loyal Customer,58,Personal Travel,Eco Plus,1011,4,4,4,4,5,4,4,5,5,5,5,3,5,4,0,0
satisfied,Male,Loyal Customer,51,Business travel,Business,4034,3,3,3,3,2,2,2,4,2,4,4,2,4,2,139,135
dissatisfied,Female,disloyal Customer,27,Business travel,Business,2828,2,2,2,2,4,2,4,4,5,2,5,5,4,4,60,47
satisfied,Female,disloyal Customer,43,Business travel,Business,3798,4,3,3,1,5,4,5,5,4,5,5,3,4,5,0,0
dissatisfied,Male,Loyal Customer,54,Business travel,Eco,2506,3,3,3,3,3,3,3,3,2,1,1,1,1,3,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,2628,3,3,3,3,5,4,4,4,4,4,4,3,4,5,12,23
satisfied,Male,Loyal Customer,13,Personal Travel,Eco,2416,4,2,4,3,4,4,4,4,1,1,3,3,3,4,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2015,0,3,0,4,1,0,1,1,3,4,3,4,4,1,0,1
satisfied,Male,disloyal Customer,24,Business travel,Business,2290,5,0,5,3,3,5,3,3,5,1,3,5,5,3,56,42
satisfied,Male,Loyal Customer,54,Business travel,Business,2594,3,3,4,3,4,5,4,5,5,4,5,4,5,4,0,32
satisfied,Male,Loyal Customer,43,Business travel,Business,2460,1,1,1,1,1,2,5,4,4,5,4,4,4,5,37,44
satisfied,Male,Loyal Customer,39,Business travel,Eco Plus,1933,4,4,2,4,4,4,4,4,3,2,4,5,1,4,22,12
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1632,3,2,3,3,4,3,4,4,3,1,3,1,4,4,10,0
satisfied,Female,Loyal Customer,42,Business travel,Business,286,0,0,0,4,4,5,5,2,2,2,2,4,2,3,6,0
satisfied,Female,Loyal Customer,48,Business travel,Business,983,4,4,4,4,1,2,3,5,5,5,5,4,5,4,7,0
satisfied,Male,disloyal Customer,27,Business travel,Business,2275,5,5,5,3,1,5,1,1,4,3,4,4,4,1,0,0
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,1691,2,1,2,3,3,2,3,3,2,4,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,51,Business travel,Eco Plus,2797,2,4,1,4,2,2,2,2,1,2,4,4,3,2,5,0
satisfied,Male,Loyal Customer,47,Business travel,Business,268,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,1
satisfied,Female,disloyal Customer,23,Business travel,Eco,1554,0,3,0,3,2,0,2,2,2,1,5,1,3,2,22,15
dissatisfied,Female,Loyal Customer,33,Business travel,Eco,1164,2,2,2,2,2,2,2,2,4,1,3,1,4,2,0,20
dissatisfied,Female,Loyal Customer,52,Personal Travel,Eco,790,4,4,4,2,3,5,4,5,5,4,5,4,5,4,108,105
satisfied,Female,Loyal Customer,18,Business travel,Business,4547,4,4,4,4,4,5,4,4,2,3,2,4,1,4,21,15
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1822,3,2,3,3,5,3,5,5,2,4,3,2,4,5,4,0
dissatisfied,Female,Loyal Customer,46,Personal Travel,Eco,618,4,5,4,5,2,5,5,4,4,4,3,3,4,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2284,1,3,1,3,3,1,3,3,2,5,2,4,4,3,27,9
satisfied,Female,Loyal Customer,39,Business travel,Business,1706,5,5,5,5,3,5,5,4,4,5,4,5,4,5,0,0
dissatisfied,Female,Loyal Customer,40,Business travel,Business,2506,1,2,2,2,4,4,3,1,1,1,1,3,1,3,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,1150,1,1,4,1,3,4,4,5,5,5,5,4,5,4,0,0
dissatisfied,Female,Loyal Customer,80,Business travel,Business,681,5,1,3,1,5,3,3,5,5,4,5,3,5,4,0,0
dissatisfied,Female,Loyal Customer,67,Business travel,Business,2018,1,2,2,2,4,4,4,1,1,1,1,1,1,3,21,0
dissatisfied,Male,disloyal Customer,28,Business travel,Business,3478,4,4,4,5,4,4,3,4,5,5,3,5,4,4,0,10
dissatisfied,Male,Loyal Customer,36,Business travel,Eco Plus,3266,3,2,2,2,3,2,3,3,2,5,4,3,3,3,0,0
dissatisfied,Female,Loyal Customer,60,Personal Travel,Eco Plus,298,4,3,4,3,2,3,4,2,2,4,2,3,2,2,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,648,1,1,1,1,4,5,4,4,4,4,4,5,4,4,1,4
dissatisfied,Female,disloyal Customer,25,Business travel,Eco Plus,1925,1,3,1,4,5,1,5,5,2,1,2,5,3,5,0,0
satisfied,Male,Loyal Customer,42,Business travel,Business,583,4,4,4,4,1,4,3,5,5,5,5,1,5,5,45,32
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2260,1,0,1,1,2,1,5,2,4,1,3,1,1,2,18,18
dissatisfied,Male,Loyal Customer,35,Business travel,Business,3751,2,4,4,4,5,3,3,2,2,2,2,3,2,1,0,0
satisfied,Female,Loyal Customer,29,Business travel,Business,2212,3,3,3,3,5,5,5,5,5,5,4,4,5,5,0,12
satisfied,Male,Loyal Customer,30,Business travel,Business,1961,1,1,1,1,3,4,3,3,4,3,4,3,4,3,19,17
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco Plus,1732,1,5,1,3,1,1,1,1,2,4,4,5,5,1,5,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1636,2,2,2,3,3,2,3,3,2,1,4,2,4,3,0,0
dissatisfied,Female,disloyal Customer,38,Business travel,Eco,2394,2,4,3,3,5,3,5,5,4,5,3,1,3,5,28,31
satisfied,Male,Loyal Customer,25,Business travel,Business,4005,1,1,1,1,5,5,5,4,2,3,4,5,3,5,131,122
satisfied,Male,Loyal Customer,47,Business travel,Business,1005,2,2,2,2,3,5,5,5,5,5,5,4,5,4,1,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1327,2,0,3,4,5,3,5,5,4,4,4,4,4,5,0,0
satisfied,Female,Loyal Customer,22,Business travel,Business,3866,4,3,4,4,4,4,4,4,3,2,4,1,5,4,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2536,1,3,1,2,2,1,2,2,4,4,3,3,4,2,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,3237,3,1,3,3,2,3,2,2,2,4,1,1,3,2,6,9
satisfied,Female,Loyal Customer,59,Business travel,Business,560,2,2,2,2,4,5,5,4,4,4,4,5,4,4,0,18
satisfied,Male,Loyal Customer,28,Business travel,Business,4805,2,2,2,2,4,4,4,4,5,4,5,5,3,4,0,0
satisfied,Female,Loyal Customer,17,Business travel,Eco Plus,2106,3,5,5,5,3,4,4,3,4,1,4,4,3,3,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1766,4,2,4,4,5,5,5,2,2,2,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,37,Business travel,Eco Plus,1707,3,5,5,5,3,3,3,3,4,3,3,4,4,3,0,0
dissatisfied,Male,Loyal Customer,47,Business travel,Eco Plus,1977,4,4,2,2,4,4,4,4,3,4,3,4,3,4,84,78
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2564,4,2,4,3,1,4,5,1,2,4,2,2,2,1,0,17
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1740,2,5,2,3,4,2,4,4,3,5,4,4,4,4,2,2
satisfied,Male,Loyal Customer,29,Personal Travel,Eco Plus,1978,4,5,4,2,2,4,2,2,3,4,4,4,4,2,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1144,2,4,2,4,3,2,3,3,3,5,3,1,3,3,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,475,2,2,2,2,5,4,4,4,4,4,4,3,4,5,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1759,1,1,1,1,5,4,4,5,5,5,4,3,5,5,0,0
dissatisfied,Male,Loyal Customer,65,Business travel,Business,221,4,2,4,2,2,4,4,3,3,3,4,4,3,4,5,0
satisfied,Female,Loyal Customer,52,Business travel,Business,326,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0
satisfied,Female,Loyal Customer,41,Business travel,Business,353,1,1,1,1,5,5,5,4,4,4,4,5,4,3,8,4
satisfied,Female,Loyal Customer,46,Business travel,Business,2198,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2977,3,4,3,2,5,3,1,5,3,5,5,5,4,5,81,63
dissatisfied,Male,disloyal Customer,32,Business travel,Business,1346,2,2,2,1,1,2,1,1,4,5,5,5,4,1,0,3
satisfied,Female,Loyal Customer,56,Business travel,Business,2479,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0
dissatisfied,Female,Loyal Customer,53,Personal Travel,Eco,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13
satisfied,Male,Loyal Customer,63,Personal Travel,Eco Plus,1964,4,1,4,4,4,4,4,4,3,2,3,3,4,4,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2653,3,1,3,3,5,3,5,5,3,1,3,4,4,5,0,7
satisfied,Male,Loyal Customer,28,Business travel,Business,3596,3,3,3,3,4,4,4,4,4,4,4,4,4,4,24,18
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2580,2,4,2,3,3,2,3,3,3,2,4,4,4,3,10,3
satisfied,Female,Loyal Customer,47,Business travel,Eco Plus,226,5,2,2,2,1,4,3,5,5,5,5,4,5,5,0,0
dissatisfied,Female,Loyal Customer,16,Business travel,Eco Plus,3306,1,1,1,1,1,1,3,1,2,5,4,4,4,1,7,7
satisfied,Female,Loyal Customer,55,Business travel,Business,1639,5,5,5,5,2,4,5,5,5,5,5,3,5,4,0,0
dissatisfied,Female,disloyal Customer,55,Business travel,Eco,1701,3,0,2,3,4,2,4,4,5,4,4,3,3,4,42,40
satisfied,Male,Loyal Customer,16,Business travel,Business,4251,4,4,4,4,4,4,4,4,2,3,5,4,5,4,2,0
satisfied,Male,Loyal Customer,49,Business travel,Business,2628,4,3,4,4,2,5,5,4,4,4,4,3,4,5,1,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1102,5,2,5,5,5,5,5,5,5,3,3,3,5,5,0,0
dissatisfied,Female,Loyal Customer,20,Business travel,Eco,1852,2,1,3,1,2,2,3,2,4,4,4,2,3,2,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2471,4,4,4,3,4,4,1,4,3,5,4,5,4,4,66,51
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2161,1,3,1,3,1,1,4,1,2,3,3,3,4,1,1,3
satisfied,Male,Loyal Customer,54,Business travel,Business,2968,3,3,3,3,5,4,4,4,4,4,4,3,4,3,0,0
satisfied,Female,Loyal Customer,25,Business travel,Business,5061,4,5,4,4,4,4,4,4,3,5,5,4,4,4,0,0
satisfied,Female,Loyal Customer,41,Business travel,Business,2429,2,2,2,2,2,3,4,4,4,4,4,5,4,3,0,4
satisfied,Male,Loyal Customer,54,Business travel,Business,3602,1,1,1,1,5,5,4,3,3,4,4,3,3,3,0,0
satisfied,Male,Loyal Customer,37,Personal Travel,Eco,2733,5,4,5,2,2,5,2,2,4,4,1,4,2,2,1,0
dissatisfied,Female,Loyal Customer,46,Business travel,Business,874,3,5,4,5,4,2,3,3,3,2,3,1,3,1,16,0
satisfied,Male,Loyal Customer,36,Business travel,Business,2683,1,1,1,1,2,3,4,4,4,4,4,3,4,4,7,23
satisfied,Male,Loyal Customer,23,Business travel,Eco,2429,4,5,5,5,4,4,4,4,3,5,4,5,4,4,117,126
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco Plus,1722,3,0,3,2,5,3,1,5,5,2,5,5,4,5,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1229,1,1,3,1,5,4,5,4,4,4,4,3,4,5,13,34
satisfied,Female,Loyal Customer,53,Business travel,Business,3033,3,3,3,3,5,4,4,4,4,4,4,5,4,4,0,0
satisfied,Female,Loyal Customer,29,Business travel,Business,2296,1,1,2,1,5,5,5,5,4,4,5,4,5,5,1,0
satisfied,Female,disloyal Customer,30,Business travel,Eco,1868,4,0,4,3,2,4,2,2,1,5,3,3,2,2,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1296,2,2,2,2,5,3,5,5,5,5,5,3,5,3,0,3
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1943,2,2,2,3,3,2,3,3,3,2,3,1,3,3,0,2
dissatisfied,Male,Loyal Customer,42,Business travel,Business,3332,1,1,1,1,2,1,1,1,1,1,1,1,1,3,0,7
dissatisfied,Female,disloyal Customer,32,Business travel,Business,1278,3,3,3,3,4,3,2,4,3,2,5,3,4,4,0,43
satisfied,Female,Loyal Customer,35,Business travel,Business,404,2,1,2,2,3,5,4,5,5,5,5,2,5,4,0,0
satisfied,Female,Loyal Customer,55,Business travel,Business,3275,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2911,2,4,2,2,5,5,4,4,4,5,4,4,4,5,0,11
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2262,4,4,5,1,4,5,4,4,3,5,5,5,5,4,0,1
satisfied,Female,Loyal Customer,25,Business travel,Business,4217,4,4,4,4,4,4,4,3,5,3,5,4,3,4,199,175
satisfied,Male,Loyal Customer,55,Business travel,Business,1582,5,5,5,5,5,4,5,4,4,4,4,5,4,5,8,0
dissatisfied,Female,Loyal Customer,33,Business travel,Eco,2992,1,3,3,3,1,1,1,1,1,2,4,3,4,1,0,0
satisfied,Female,Loyal Customer,55,Business travel,Eco Plus,222,3,5,5,5,5,4,1,3,3,3,3,2,3,3,10,1
dissatisfied,Male,Loyal Customer,51,Business travel,Business,2251,2,4,4,4,3,4,3,2,2,2,2,4,2,1,9,11
satisfied,Male,Loyal Customer,50,Business travel,Business,1629,5,5,5,5,4,5,4,5,5,5,4,3,5,3,0,4
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,311,1,1,1,1,4,4,5,3,3,4,3,3,3,4,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,3796,1,1,1,1,4,5,2,5,5,5,5,3,5,4,14,0
satisfied,Female,disloyal Customer,12,Business travel,Business,2255,5,5,4,3,4,4,2,4,5,3,5,4,4,4,0,0
satisfied,Male,Loyal Customer,49,Business travel,Business,309,0,0,0,5,2,5,4,5,5,1,1,5,5,3,0,0
satisfied,Female,Loyal Customer,43,Business travel,Business,2525,4,4,4,4,4,4,5,3,3,4,3,5,3,3,5,0
satisfied,Male,disloyal Customer,24,Business travel,Eco,2586,5,5,5,3,5,5,5,5,4,3,5,5,5,5,22,2
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1580,5,5,5,5,4,5,4,5,5,5,5,4,5,3,4,9
dissatisfied,Female,Loyal Customer,69,Personal Travel,Eco,1259,4,3,5,1,5,1,2,4,4,5,4,3,4,2,0,0
satisfied,Male,Loyal Customer,42,Business travel,Business,1408,2,2,2,2,2,4,4,4,4,4,4,3,4,5,55,54
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2098,4,4,4,2,1,4,1,1,4,4,1,4,3,1,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,1738,1,1,4,1,4,4,4,4,4,4,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2600,2,5,2,1,1,2,1,1,4,2,4,3,4,1,0,0
satisfied,Female,Loyal Customer,44,Business travel,Business,2250,5,5,5,5,3,5,1,4,4,4,3,2,4,3,6,8
satisfied,Male,Loyal Customer,46,Business travel,Business,1077,2,1,2,2,3,5,4,5,5,5,5,3,5,3,0,0
dissatisfied,Female,Loyal Customer,53,Business travel,Eco,906,1,2,2,2,1,1,1,1,1,4,3,1,3,1,1,7
dissatisfied,Male,disloyal Customer,77,Business travel,Business,439,1,1,1,1,4,4,4,3,3,1,3,4,3,4,0,0
satisfied,Male,Loyal Customer,29,Business travel,Business,3682,2,2,2,2,4,4,4,4,1,2,2,5,1,4,0,0
satisfied,Male,Loyal Customer,56,Business travel,Business,1657,0,0,0,1,3,5,2,3,3,3,3,3,3,1,0,0
satisfied,Male,Loyal Customer,47,Business travel,Business,208,0,5,0,5,3,5,5,5,5,5,5,3,5,4,8,5
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2627,4,4,4,3,4,2,2,4,3,3,4,2,1,2,149,171
satisfied,Female,Loyal Customer,44,Business travel,Business,457,3,3,3,3,3,4,5,4,4,4,4,5,4,5,25,29
dissatisfied,Female,Loyal Customer,55,Business travel,Eco,367,2,1,1,1,4,2,3,2,2,2,2,2,2,1,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1697,2,4,2,3,1,2,1,1,3,3,4,3,5,1,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,2662,3,3,3,3,1,1,5,5,5,5,5,4,5,1,71,75
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1349,2,5,1,3,1,1,1,1,3,5,4,4,4,1,13,0
satisfied,Male,Loyal Customer,59,Business travel,Eco Plus,1084,5,4,4,4,5,5,5,5,3,3,1,1,4,5,0,0
dissatisfied,Female,Loyal Customer,70,Personal Travel,Eco Plus,1453,4,3,4,2,1,5,4,4,4,4,4,5,4,4,0,5
dissatisfied,Male,disloyal Customer,20,Business travel,Business,2836,2,1,2,4,4,2,4,4,4,5,3,2,3,4,0,7
satisfied,Female,Loyal Customer,36,Business travel,Business,2553,3,3,3,3,4,4,5,5,5,5,5,3,5,5,5,13
dissatisfied,Female,Loyal Customer,64,Business travel,Business,3874,4,3,3,3,3,3,3,4,4,4,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Business,575,2,0,2,5,4,5,5,1,1,2,1,3,1,4,29,18
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2312,4,4,4,4,2,5,5,4,4,4,4,3,4,3,4,0
satisfied,Male,Loyal Customer,48,Business travel,Business,933,2,2,2,2,4,4,4,5,5,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,51,Business travel,Business,2810,0,0,0,5,2,4,4,3,3,2,2,3,3,3,10,3
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2923,1,5,2,4,1,2,1,1,4,4,3,5,4,1,2,12
satisfied,Female,Loyal Customer,25,Business travel,Eco,4560,5,5,4,5,5,5,3,5,3,1,3,3,5,5,9,0
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,2403,3,3,3,4,1,3,1,1,2,5,4,4,3,1,5,0
dissatisfied,Female,Loyal Customer,38,Personal Travel,Eco,1992,4,5,4,5,2,4,2,2,4,2,5,5,5,2,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1808,3,0,3,4,2,3,2,2,4,2,4,3,5,2,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco Plus,695,5,5,5,4,5,5,5,5,3,4,4,5,4,5,51,43
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2203,2,4,2,4,5,2,5,5,3,1,4,3,4,5,0,0
satisfied,Male,disloyal Customer,12,Business travel,Eco,1687,5,0,5,4,4,5,4,4,3,5,4,4,4,4,0,0
satisfied,Female,Loyal Customer,44,Business travel,Business,1369,5,4,5,5,3,3,1,5,5,5,5,2,5,2,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,2466,2,2,2,2,3,5,5,5,5,5,5,4,5,3,2,5
satisfied,Male,Loyal Customer,58,Business travel,Business,532,2,2,5,2,2,4,5,5,5,5,5,4,5,5,21,8
dissatisfied,Female,Loyal Customer,43,Business travel,Business,3688,4,4,2,2,2,3,4,4,4,4,4,3,4,2,4,17
dissatisfied,Male,disloyal Customer,54,Business travel,Business,1730,3,2,2,4,1,3,1,1,5,4,2,4,3,1,0,0
dissatisfied,Female,disloyal Customer,19,Business travel,Eco,1263,2,2,2,4,1,2,1,1,2,5,4,3,3,1,9,8
satisfied,Female,Loyal Customer,42,Business travel,Business,669,1,1,1,1,5,5,5,3,3,3,3,2,3,2,0,0
satisfied,Male,Loyal Customer,21,Business travel,Business,5505,3,3,3,3,5,5,5,5,4,4,5,3,5,5,1,0
satisfied,Female,Loyal Customer,57,Business travel,Eco Plus,892,4,1,1,1,4,3,5,4,4,4,4,1,4,5,1,0
