satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1273,4,4,4,4,2,4,4,5,5,5,4,3,5,3,17,20
dissatisfied,Female,Loyal Customer,58,Business travel,Business,2679,3,2,2,2,4,3,2,3,3,3,3,4,3,2,3,48
dissatisfied,Female,Loyal Customer,28,Business travel,Business,2174,1,2,2,2,1,1,1,1,4,2,3,1,4,1,0,0
satisfied,Male,Loyal Customer,60,Business travel,Business,1715,1,1,4,1,5,4,5,5,5,5,5,4,5,4,0,0
dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1756,4,5,1,5,4,4,4,4,2,1,4,2,3,4,108,105
satisfied,Female,Loyal Customer,53,Business travel,Business,1929,1,1,1,1,3,5,5,5,5,5,5,4,5,5,0,0
satisfied,Male,Loyal Customer,43,Business travel,Business,2088,1,1,1,1,4,1,1,4,4,4,4,5,4,3,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,218,5,2,2,2,5,5,5,5,4,1,3,4,1,5,6,3
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,3042,2,4,3,4,3,3,3,3,1,4,3,3,3,3,12,7
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1995,4,2,2,2,4,4,4,4,4,2,2,2,1,4,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,953,0,3,0,3,1,2,1,3,3,0,3,4,3,3,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1426,3,3,3,2,2,3,2,2,3,4,3,3,3,2,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1113,4,4,4,4,3,4,4,4,4,5,4,4,4,3,49,36
satisfied,Male,Loyal Customer,60,Business travel,Business,2879,2,2,2,2,5,4,5,5,5,5,5,3,5,4,18,27
satisfied,Male,Loyal Customer,20,Business travel,Eco Plus,1651,5,1,3,1,5,5,5,5,1,4,3,3,2,5,0,0
satisfied,Female,Loyal Customer,57,Business travel,Business,1566,1,1,1,1,5,5,5,5,5,5,5,5,5,3,0,0
satisfied,Male,Loyal Customer,33,Personal Travel,Eco,1866,4,5,4,4,1,4,1,1,4,2,4,5,5,1,0,0
dissatisfied,Female,Loyal Customer,51,Business travel,Eco,1209,2,5,4,4,4,4,4,2,2,2,2,2,2,1,75,85
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1658,3,4,0,4,4,0,4,4,4,4,5,5,5,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1326,1,2,1,3,3,1,3,3,2,4,3,3,4,3,0,0
satisfied,Male,Loyal Customer,49,Business travel,Business,1829,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0
satisfied,Male,Loyal Customer,40,Business travel,Business,3675,1,1,1,1,4,5,5,5,5,5,5,5,5,3,3,0
dissatisfied,Male,disloyal Customer,38,Business travel,Business,3868,3,3,3,1,3,3,3,3,3,2,4,4,5,3,0,0
dissatisfied,Male,Loyal Customer,23,Business travel,Business,3178,2,3,3,3,2,2,2,2,2,1,4,4,4,2,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1568,3,3,3,3,3,4,4,5,5,5,5,5,5,4,31,34
satisfied,Female,Loyal Customer,41,Business travel,Business,3813,4,4,4,4,2,5,4,5,5,5,5,4,5,5,0,7
dissatisfied,Female,Loyal Customer,36,Business travel,Business,1623,1,4,4,4,2,2,2,1,1,1,1,1,1,1,14,0
satisfied,Female,Loyal Customer,40,Business travel,Business,953,4,4,4,4,4,5,4,5,5,5,5,5,5,4,0,0
satisfied,Male,Loyal Customer,46,Business travel,Business,2324,0,4,0,4,2,2,2,3,3,3,3,2,3,5,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,1390,2,0,2,4,4,2,4,4,2,5,3,3,4,4,5,0
dissatisfied,Female,Loyal Customer,31,Personal Travel,Eco,1363,4,5,4,2,4,4,4,4,5,5,5,4,4,4,0,0
satisfied,Female,Loyal Customer,57,Business travel,Business,460,1,1,1,1,5,5,5,3,3,4,3,4,3,5,2,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1605,2,2,2,3,2,2,2,2,4,4,4,4,3,2,11,1
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2159,3,5,4,1,1,4,1,1,3,4,4,5,4,1,0,9
dissatisfied,Male,Loyal Customer,9,Business travel,Business,3687,2,1,1,1,2,3,2,2,3,2,4,3,4,2,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1815,5,5,5,5,5,5,5,5,5,5,1,2,2,5,0,0
satisfied,Female,Loyal Customer,54,Business travel,Eco,879,4,3,3,3,4,1,3,4,4,4,4,1,4,2,0,7
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1324,5,5,5,5,3,5,2,4,4,4,4,5,4,3,0,9
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1867,3,2,3,4,1,3,1,1,3,5,4,1,4,1,0,0
dissatisfied,Male,disloyal Customer,12,Business travel,Eco,2365,3,3,3,3,4,3,4,4,4,2,4,3,4,4,0,17
satisfied,Male,Loyal Customer,57,Business travel,Eco,1307,4,4,4,4,4,4,4,4,5,3,4,4,3,4,0,0
dissatisfied,Female,Loyal Customer,52,Business travel,Business,3422,2,3,3,3,4,3,4,2,2,2,2,4,2,2,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco Plus,1827,3,5,2,4,3,2,5,3,4,1,3,1,5,3,88,90
satisfied,Female,Loyal Customer,50,Business travel,Business,2573,5,5,5,5,5,4,2,4,4,5,4,4,4,2,101,104
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1671,5,5,5,5,3,4,5,4,4,4,4,3,4,3,0,0
satisfied,Female,Loyal Customer,31,Business travel,Business,3894,3,3,3,3,4,5,4,4,4,2,5,3,2,4,32,41
dissatisfied,Female,Loyal Customer,25,Personal Travel,Eco,2313,3,5,3,5,1,3,2,1,5,3,4,5,5,1,1,11
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1309,3,3,3,3,2,5,5,3,3,4,3,4,3,4,0,0
satisfied,Male,Loyal Customer,49,Business travel,Business,4013,3,3,3,3,5,4,5,4,4,5,4,4,4,4,1,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2627,1,4,1,4,4,1,4,4,4,5,5,3,4,4,0,0
dissatisfied,Male,Loyal Customer,47,Business travel,Eco,1598,4,1,1,1,4,4,4,4,4,4,2,3,3,4,0,0
dissatisfied,Male,disloyal Customer,42,Business travel,Business,1962,2,3,3,3,5,2,5,5,4,4,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,59,Business travel,Eco,1315,2,2,2,2,2,2,2,2,2,5,4,4,3,2,116,128
satisfied,Male,disloyal Customer,28,Business travel,Business,2162,4,4,4,5,4,4,4,4,4,3,5,4,5,4,0,0
dissatisfied,Female,Loyal Customer,50,Business travel,Eco Plus,1083,3,5,5,5,3,4,3,3,3,3,3,4,3,2,0,60
dissatisfied,Female,disloyal Customer,38,Business travel,Eco,2992,3,3,3,3,3,3,3,1,2,4,3,3,4,3,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2216,5,3,5,3,5,5,5,5,4,1,4,5,4,5,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,493,5,5,5,5,5,4,5,5,5,5,5,5,5,5,11,0
satisfied,Male,Loyal Customer,30,Business travel,Eco,2680,4,5,5,5,4,4,4,4,3,3,2,5,5,4,0,0
satisfied,Male,Loyal Customer,16,Business travel,Eco,2421,5,3,3,3,5,5,3,5,2,1,4,2,1,5,91,74
dissatisfied,Male,disloyal Customer,25,Business travel,Business,2045,1,2,1,2,4,1,4,4,1,1,2,4,2,4,17,12
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2292,1,1,1,2,1,1,1,1,5,5,5,5,4,1,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,916,3,3,3,3,5,3,5,3,3,3,3,3,3,5,0,4
satisfied,Male,Loyal Customer,50,Business travel,Business,465,2,2,2,2,5,4,5,2,2,2,2,4,2,4,0,0
dissatisfied,Female,Loyal Customer,20,Business travel,Business,4234,1,4,2,2,1,1,1,1,3,4,4,3,4,1,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Business,1411,2,3,2,1,3,2,2,3,4,5,5,2,5,3,0,1
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1105,4,3,4,4,3,4,4,1,1,4,1,3,1,2,0,0
satisfied,Male,disloyal Customer,22,Business travel,Business,1570,0,0,0,3,4,0,4,4,3,5,4,5,4,4,0,0
satisfied,Female,Loyal Customer,30,Business travel,Eco Plus,1095,0,0,0,5,3,0,3,3,3,2,5,1,4,3,0,5
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1481,5,3,5,4,4,5,4,4,1,4,3,2,4,4,0,62
satisfied,Female,Loyal Customer,50,Business travel,Business,2244,1,1,1,1,3,3,2,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2952,4,4,4,4,3,5,5,4,4,4,4,3,4,4,0,0
satisfied,Male,disloyal Customer,23,Business travel,Business,2053,4,5,4,5,4,1,5,3,2,4,4,5,4,5,205,193
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,1219,3,2,3,3,3,3,3,3,2,2,4,3,3,3,29,18
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1772,4,2,4,3,1,4,1,1,3,5,3,2,3,1,107,91
satisfied,Male,Loyal Customer,60,Personal Travel,Eco,2751,5,4,5,4,5,1,1,3,2,5,5,1,5,1,431,402
satisfied,Female,Loyal Customer,32,Business travel,Business,1695,4,4,4,4,5,5,5,5,1,3,4,3,3,5,2,0
satisfied,Male,Loyal Customer,41,Business travel,Business,274,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0
dissatisfied,Female,disloyal Customer,48,Business travel,Business,1553,4,4,4,3,3,4,3,3,5,5,4,5,4,3,2,7
dissatisfied,Female,Loyal Customer,21,Business travel,Business,2651,3,3,3,3,3,3,3,3,1,3,3,2,3,3,24,18
dissatisfied,Female,disloyal Customer,26,Business travel,Business,1493,3,5,3,3,1,3,1,1,4,5,4,3,5,1,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,644,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,59,Business travel,Business,827,2,2,2,2,2,5,5,5,5,5,5,5,5,3,5,0
satisfied,Male,Loyal Customer,34,Business travel,Business,1644,3,3,3,3,2,5,4,3,3,4,3,1,3,5,0,14
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1966,2,0,2,1,3,2,5,3,5,5,5,3,4,3,0,0
dissatisfied,Male,Loyal Customer,41,Business travel,Business,2105,1,4,4,4,2,3,3,1,1,1,1,2,1,2,12,38
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1675,2,2,2,1,1,2,1,1,3,4,1,4,1,1,0,0
dissatisfied,Female,Loyal Customer,51,Business travel,Business,1739,3,5,5,5,1,3,4,3,3,3,3,4,3,4,0,0
satisfied,Male,Loyal Customer,44,Business travel,Business,1962,2,2,2,2,3,5,5,5,5,5,5,4,5,3,0,0
dissatisfied,Female,Loyal Customer,37,Business travel,Eco,2892,2,5,4,5,2,2,2,2,2,3,4,1,4,2,17,36
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,418,4,5,5,5,4,4,4,3,2,3,1,4,2,4,19,15
dissatisfied,Female,Loyal Customer,53,Business travel,Business,467,2,3,3,3,3,4,3,2,2,2,2,3,2,4,24,13
satisfied,Female,Loyal Customer,42,Business travel,Business,810,4,4,4,4,3,4,5,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,38,Business travel,Business,2266,5,5,5,5,4,4,5,5,5,5,5,5,5,3,44,38
satisfied,Male,Loyal Customer,56,Business travel,Eco,1144,2,5,5,5,2,2,2,2,5,3,4,2,5,2,0,0
dissatisfied,Female,Loyal Customer,32,Personal Travel,Eco,1432,4,4,4,4,1,4,1,1,3,3,4,5,4,1,10,11
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2435,4,4,4,2,4,4,4,4,4,2,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1238,4,4,4,4,2,4,2,2,4,5,4,4,3,2,0,0
dissatisfied,Female,Loyal Customer,40,Personal Travel,Eco,1878,4,4,4,4,2,4,2,2,3,2,5,3,4,2,0,0
dissatisfied,Male,Loyal Customer,48,Business travel,Eco,1677,3,4,4,4,4,3,4,4,1,4,3,2,4,4,0,2
satisfied,Female,Loyal Customer,36,Business travel,Eco,1951,4,3,3,3,4,4,4,4,1,5,2,5,4,4,4,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1626,1,1,1,1,3,4,4,4,4,5,4,3,4,4,0,13
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2134,1,0,1,3,3,1,4,3,2,1,4,2,4,3,13,9
satisfied,Male,Loyal Customer,39,Business travel,Business,3354,2,2,2,2,3,5,4,4,4,4,4,5,4,3,66,71
satisfied,Male,Loyal Customer,64,Business travel,Eco Plus,1126,5,3,4,3,5,5,5,5,3,2,5,5,3,5,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,361,0,0,0,3,4,5,4,3,3,3,3,4,3,4,0,0
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2122,2,0,1,3,4,1,1,4,3,5,2,2,5,4,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1199,3,0,3,4,5,3,5,5,5,3,4,3,4,5,0,0
satisfied,Female,Loyal Customer,53,Business travel,Business,1814,5,5,5,5,4,4,5,2,2,2,2,3,2,4,59,56
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1599,2,2,2,2,5,5,5,4,4,4,4,3,4,3,16,13
dissatisfied,Male,disloyal Customer,15,Business travel,Eco,1447,4,4,4,2,1,4,3,1,3,2,5,3,5,1,0,0
satisfied,Female,Loyal Customer,47,Business travel,Business,2800,4,4,5,4,5,4,5,4,4,4,4,3,4,3,0,0
satisfied,Female,disloyal Customer,39,Business travel,Business,1819,4,4,4,3,4,4,4,4,3,4,4,4,4,4,24,26
dissatisfied,Female,Loyal Customer,44,Personal Travel,Eco,1498,4,1,4,2,4,1,1,5,5,4,5,4,5,2,0,12
dissatisfied,Female,Loyal Customer,21,Business travel,Eco Plus,2284,1,4,4,4,1,1,2,1,4,1,4,4,3,1,1,11
dissatisfied,Female,Loyal Customer,54,Personal Travel,Eco,700,4,4,4,2,4,1,1,1,1,4,1,3,1,1,0,0
satisfied,Female,Loyal Customer,85,Business travel,Business,2918,4,4,4,4,5,5,5,2,4,4,4,5,2,5,0,5
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2305,1,1,3,1,3,5,1,4,4,4,4,3,4,1,4,17
satisfied,Male,Loyal Customer,47,Business travel,Business,3260,0,3,0,1,5,3,1,4,4,4,4,3,4,3,0,10
satisfied,Female,Loyal Customer,15,Personal Travel,Eco Plus,2144,5,1,2,2,3,1,2,5,5,5,5,3,5,3,0,0
dissatisfied,Female,disloyal Customer,13,Personal Travel,Eco,3085,1,5,1,2,4,1,4,4,5,2,3,4,5,4,0,0
satisfied,Female,Loyal Customer,60,Business travel,Business,1229,3,3,3,3,4,4,4,5,5,5,5,3,5,5,19,5
dissatisfied,Female,disloyal Customer,49,Business travel,Eco Plus,1788,3,3,3,4,2,3,1,2,1,3,3,2,3,2,22,18
satisfied,Male,Loyal Customer,50,Business travel,Eco Plus,1347,3,2,2,2,2,3,2,2,5,3,4,3,4,2,0,0
dissatisfied,Female,disloyal Customer,43,Business travel,Eco,1479,2,0,2,1,3,2,3,3,4,5,4,4,3,3,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1616,3,4,3,3,4,3,4,4,3,2,3,1,3,4,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2000,2,5,2,3,2,2,2,2,5,2,5,4,4,2,0,0
satisfied,Male,Loyal Customer,58,Business travel,Business,2306,3,3,3,3,3,4,5,4,4,4,4,5,4,4,44,15
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,722,0,5,0,3,2,5,4,1,1,0,1,4,1,4,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,3253,2,4,2,4,4,2,4,4,4,4,5,5,5,4,2,6
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2046,2,2,2,4,1,2,1,1,5,4,5,3,4,1,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1627,2,2,2,3,3,2,2,3,4,4,4,4,4,3,0,0
dissatisfied,Female,disloyal Customer,31,Business travel,Eco,2697,1,1,1,3,5,1,4,5,3,1,4,1,3,5,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,140,3,3,3,3,5,5,5,4,4,4,4,5,4,3,0,2
dissatisfied,Female,Loyal Customer,13,Personal Travel,Eco,1938,4,3,4,3,5,4,5,5,1,5,2,1,3,5,3,0
dissatisfied,Female,Loyal Customer,33,Business travel,Business,2519,1,1,1,1,3,4,4,1,1,1,1,2,1,1,18,19
satisfied,Male,Loyal Customer,67,Business travel,Business,400,4,4,4,4,5,5,4,5,5,5,5,5,5,4,15,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,865,2,0,0,2,2,0,2,2,5,4,5,3,5,2,0,0
satisfied,Female,Loyal Customer,27,Business travel,Business,4879,1,1,1,1,5,5,5,5,5,3,4,4,4,5,37,67
satisfied,Female,Loyal Customer,60,Business travel,Business,59,1,1,1,1,3,5,4,4,4,4,5,4,4,3,0,0
satisfied,Male,Loyal Customer,58,Business travel,Business,2483,1,1,1,1,2,4,4,4,4,4,4,3,4,5,3,45
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2403,5,4,5,5,4,5,4,4,1,5,4,3,5,4,0,0
satisfied,Female,Loyal Customer,54,Business travel,Business,781,3,3,3,3,5,4,5,3,3,4,3,3,3,3,3,16
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2253,3,4,2,2,5,2,5,5,2,2,1,1,4,5,0,0
satisfied,Male,Loyal Customer,44,Business travel,Business,1013,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1735,1,1,5,1,5,4,5,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,47,Business travel,Business,2134,1,1,1,1,4,4,5,3,3,3,3,3,3,4,0,0
satisfied,Female,Loyal Customer,38,Business travel,Business,249,5,5,5,5,1,5,2,5,5,5,5,1,5,2,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,287,5,5,5,5,2,4,5,5,5,5,5,5,5,1,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,2426,3,3,3,3,3,5,4,2,2,2,2,5,2,5,1,2
satisfied,Male,Loyal Customer,58,Business travel,Business,2657,3,3,3,3,5,4,5,4,4,5,4,3,4,4,19,16
satisfied,Male,Loyal Customer,54,Business travel,Business,888,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0
satisfied,Male,Loyal Customer,50,Business travel,Business,3041,3,3,3,3,2,4,4,3,3,3,3,5,3,5,93,89
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1120,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,39,Business travel,Business,3310,5,5,5,5,5,5,4,5,5,4,5,5,5,4,12,11
satisfied,Male,Loyal Customer,35,Business travel,Eco,1658,4,2,3,3,4,4,4,4,5,4,3,5,5,4,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco Plus,2253,4,3,4,2,5,4,5,5,1,4,5,5,4,5,0,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1837,2,1,1,3,3,1,3,3,3,2,3,3,2,3,24,30
dissatisfied,Female,Loyal Customer,35,Business travel,Business,535,3,5,2,2,1,4,3,3,3,4,3,3,3,1,0,1
dissatisfied,Male,disloyal Customer,48,Business travel,Business,1963,2,3,3,5,5,2,5,5,5,2,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,3408,1,3,1,1,1,1,1,1,4,4,3,2,5,1,70,42
satisfied,Male,Loyal Customer,45,Business travel,Business,1023,1,1,4,1,5,4,4,4,4,4,4,5,4,3,0,0
satisfied,Female,Loyal Customer,55,Business travel,Business,264,3,3,3,3,3,5,5,5,5,5,5,4,5,3,0,3
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2377,1,5,1,2,5,1,5,5,4,2,4,4,5,5,25,23
dissatisfied,Male,disloyal Customer,57,Business travel,Eco Plus,1205,2,2,2,4,4,2,4,4,3,5,4,2,2,4,14,14
dissatisfied,Female,Loyal Customer,31,Personal Travel,Eco,1336,4,5,4,2,2,4,2,2,4,2,5,5,5,2,39,28
dissatisfied,Female,Loyal Customer,31,Personal Travel,Eco Plus,1984,4,5,4,3,4,4,3,4,4,5,5,5,5,4,0,0
dissatisfied,Female,Loyal Customer,25,Business travel,Business,1453,2,5,1,5,2,2,2,2,2,4,4,2,4,2,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2347,2,3,2,3,5,2,5,5,5,1,1,3,3,5,0,0
satisfied,Female,Loyal Customer,47,Business travel,Business,2673,5,5,5,5,4,5,1,4,4,4,4,1,4,2,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Business,517,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,31,Business travel,Business,1724,5,5,5,5,5,5,5,5,3,4,4,4,4,5,0,0
dissatisfied,Female,Loyal Customer,32,Business travel,Business,5155,2,1,3,1,2,2,2,2,2,2,3,1,3,2,54,51
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1243,5,4,0,4,3,0,1,3,4,2,5,4,5,3,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,957,3,4,2,4,1,2,1,1,1,1,3,1,4,1,0,0
satisfied,Male,Loyal Customer,57,Business travel,Business,1778,3,3,3,3,4,4,4,4,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1213,5,4,5,3,4,5,3,4,3,4,4,5,4,4,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2161,3,2,3,3,1,3,1,1,3,4,4,2,3,1,10,25
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,3728,5,3,5,4,4,5,4,4,1,4,3,2,4,4,0,0
satisfied,Male,Loyal Customer,50,Business travel,Business,575,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,0
dissatisfied,Female,Loyal Customer,9,Business travel,Eco,3891,2,5,5,5,2,2,3,2,2,4,4,4,4,2,34,29
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1472,1,0,1,4,5,1,5,5,4,1,3,2,4,5,44,40
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,1922,3,2,3,3,3,3,3,3,3,5,4,3,3,3,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,1549,1,2,1,4,2,1,5,2,3,3,3,2,4,2,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2204,2,2,2,2,4,4,4,5,5,5,5,4,5,3,27,35
dissatisfied,Male,disloyal Customer,34,Business travel,Business,1132,1,1,1,3,4,1,4,4,1,2,2,3,3,4,28,62
satisfied,Male,Loyal Customer,57,Personal Travel,Eco,3099,4,4,4,3,3,4,3,3,5,4,5,3,5,3,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1660,4,5,4,3,1,4,1,1,2,4,5,5,2,1,8,0
satisfied,Male,Loyal Customer,20,Business travel,Business,3152,2,2,2,2,5,5,5,5,4,5,5,5,4,5,6,4
dissatisfied,Female,Loyal Customer,25,Business travel,Eco Plus,3333,1,4,4,4,1,1,3,1,4,2,4,3,4,1,19,8
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2461,1,4,1,3,3,1,4,3,3,3,5,3,4,3,2,2
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1724,5,5,5,5,5,4,4,2,2,2,2,4,2,4,57,48
satisfied,Male,Loyal Customer,53,Business travel,Business,661,1,1,1,1,4,4,4,4,4,4,4,3,4,5,21,117
satisfied,Female,Loyal Customer,54,Business travel,Eco,225,5,1,1,1,3,3,3,5,5,5,5,1,5,2,0,0
satisfied,Male,Loyal Customer,52,Business travel,Eco,1864,4,4,5,4,4,4,4,4,1,4,1,4,5,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Business,1578,2,4,2,3,4,2,4,4,3,3,5,4,4,4,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Business,649,1,4,1,3,2,1,1,4,4,1,4,3,4,1,13,12
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1565,2,2,2,2,4,4,4,4,5,4,4,4,5,4,68,53
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,1542,0,5,0,4,1,1,2,1,1,0,1,1,1,4,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,432,4,4,4,4,5,5,5,4,4,4,4,5,4,3,0,0
dissatisfied,Female,Loyal Customer,35,Business travel,Business,2724,4,4,4,4,3,2,3,4,4,4,4,1,4,1,0,2
dissatisfied,Female,Loyal Customer,47,Business travel,Business,1411,2,1,5,1,3,4,4,2,2,2,2,3,2,1,0,0
dissatisfied,Female,disloyal Customer,47,Business travel,Eco,1385,1,4,1,1,3,1,3,3,5,5,1,4,4,3,0,14
satisfied,Female,Loyal Customer,35,Business travel,Eco,1518,5,4,4,4,5,5,5,5,4,3,3,5,5,5,0,0
dissatisfied,Female,Loyal Customer,42,Business travel,Business,569,2,2,2,2,2,3,4,2,2,2,2,4,2,2,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2454,3,4,3,4,4,3,4,4,3,4,5,5,4,4,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,3253,2,4,2,4,2,2,5,2,3,3,5,3,5,2,0,13
satisfied,Female,Loyal Customer,36,Business travel,Eco,2410,4,3,3,3,4,4,4,4,4,4,2,4,2,4,55,59
dissatisfied,Female,Loyal Customer,13,Personal Travel,Eco,1593,4,3,3,3,3,3,3,3,2,1,2,4,4,3,0,0
satisfied,Male,Loyal Customer,52,Business travel,Business,747,1,1,1,1,4,5,4,5,5,5,5,3,5,3,0,0
satisfied,Male,Loyal Customer,41,Business travel,Eco,1538,5,4,4,4,5,5,5,5,1,1,5,5,4,5,0,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,2552,4,4,4,3,2,4,2,2,4,5,5,3,5,2,0,0
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2124,3,2,3,3,1,3,1,1,3,3,3,1,4,1,3,0
dissatisfied,Female,disloyal Customer,31,Business travel,Eco,2613,1,1,1,3,3,1,3,3,2,5,3,1,3,3,35,32
satisfied,Female,Loyal Customer,47,Business travel,Business,477,1,1,1,1,5,4,5,4,4,4,4,5,4,5,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,2511,1,1,2,1,4,4,4,4,5,5,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1723,2,2,0,3,3,0,3,3,3,5,2,2,2,3,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,987,3,3,3,3,2,5,5,5,5,5,5,4,5,4,0,0
